Table Names,Category,City,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Sales
Orders_Central.csv,Office Supplies,Fremont,United States,YC-21895,Yoseph Carroll,0,26-12-2018 00:00:00,CA-2018-121741,68025,OFF-ST-10004459,Tennsco Single-Tier Lockers,37.534,2,Central,5475,Corporate,26-12-2018 00:00:00,Same Day,Nebraska,Storage,750.68
Orders_Central.csv,Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,0,15-06-2018 00:00:00,CA-2018-169691,55369,OFF-LA-10002312,Avery 490,22.2,3,Central,5476,Home Office,18-06-2018 00:00:00,First Class,Minnesota,Labels,44.4
Orders_Central.csv,Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,0,15-06-2018 00:00:00,CA-2018-169691,55369,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",22.8285,5,Central,5477,Home Office,18-06-2018 00:00:00,First Class,Minnesota,Storage,84.55
Orders_Central.csv,Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,0,15-06-2018 00:00:00,CA-2018-169691,55369,OFF-PA-10003022,Xerox 1992,8.7906,3,Central,5478,Home Office,18-06-2018 00:00:00,First Class,Minnesota,Paper,17.94
Orders_Central.csv,Office Supplies,San Antonio,United States,MT-18070,Michelle Tran,0.8,24-10-2016 00:00:00,CA-2016-156608,78207,OFF-BI-10004140,Avery Non-Stick Binders,-6.286,4,Central,5487,Home Office,29-10-2016 00:00:00,Standard Class,Texas,Binders,3.592
Orders_Central.csv,Office Supplies,Houston,United States,CG-12520,Claire Gute,0.2,26-01-2018 00:00:00,CA-2018-164098,77070,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",1.816,2,Central,5492,Consumer,27-01-2018 00:00:00,First Class,Texas,Storage,18.16
Orders_Central.csv,Office Supplies,Chicago,United States,JD-16015,Joy Daniels,0.2,15-05-2018 00:00:00,US-2018-152569,60653,OFF-PA-10001736,Xerox 1880,19.1376,2,Central,5510,Consumer,20-05-2018 00:00:00,Standard Class,Illinois,Paper,56.704
Orders_Central.csv,Technology,Chicago,United States,JD-16015,Joy Daniels,0.2,15-05-2018 00:00:00,US-2018-152569,60653,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,3.475,2,Central,5511,Consumer,20-05-2018 00:00:00,Standard Class,Illinois,Phones,11.12
Orders_Central.csv,Office Supplies,Cedar Hill,United States,TB-21355,Todd Boyes,0.2,06-08-2018 00:00:00,CA-2018-136609,75104,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,40.3536,3,Central,5530,Corporate,11-08-2018 00:00:00,Standard Class,Texas,Paper,115.296
Orders_Central.csv,Technology,Omaha,United States,JK-16090,Juliana Krohn,0,02-12-2018 00:00:00,CA-2018-160885,68104,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,743.988,4,Central,5531,Consumer,06-12-2018 00:00:00,Standard Class,Nebraska,Phones,2479.96
Orders_Central.csv,Office Supplies,Norfolk,United States,SS-20590,Sonia Sunley,0,13-04-2016 00:00:00,CA-2016-120551,68701,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,8.0178,3,Central,5539,Consumer,20-04-2016 00:00:00,Standard Class,Nebraska,Binders,17.43
Orders_Central.csv,Furniture,Chicago,United States,LE-16810,Laurel Elliston,0.3,22-05-2018 00:00:00,US-2018-150595,60653,FUR-CH-10000513,High-Back Leather Manager's Chair,-54.5958,2,Central,5540,Consumer,26-05-2018 00:00:00,Standard Class,Illinois,Chairs,181.986
Orders_Central.csv,Office Supplies,Chicago,United States,LE-16810,Laurel Elliston,0.8,22-05-2018 00:00:00,US-2018-150595,60653,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",-2.6268,2,Central,5541,Consumer,26-05-2018 00:00:00,Standard Class,Illinois,Binders,1.592
Orders_Central.csv,Office Supplies,Chicago,United States,LE-16810,Laurel Elliston,0.2,22-05-2018 00:00:00,US-2018-150595,60653,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,2.5137,3,Central,5542,Consumer,26-05-2018 00:00:00,Standard Class,Illinois,Supplies,22.344
Orders_Central.csv,Office Supplies,Houston,United States,DB-12970,Darren Budd,0.2,12-11-2015 00:00:00,US-2015-159618,77036,OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,0.334,1,Central,5551,Corporate,16-11-2015 00:00:00,Standard Class,Texas,Art,2.672
Orders_Central.csv,Office Supplies,Houston,United States,DB-12970,Darren Budd,0.2,12-11-2015 00:00:00,US-2015-159618,77036,OFF-SU-10000432,Acco Side-Punched Conventional Columnar Pads,-3.123,6,Central,5552,Corporate,16-11-2015 00:00:00,Standard Class,Texas,Supplies,16.656
Orders_Central.csv,Technology,Houston,United States,DB-12970,Darren Budd,0.2,12-11-2015 00:00:00,US-2015-159618,77036,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,20.8719,3,Central,5553,Corporate,16-11-2015 00:00:00,Standard Class,Texas,Accessories,79.512
Orders_Central.csv,Office Supplies,Houston,United States,DB-12970,Darren Budd,0.2,12-11-2015 00:00:00,US-2015-159618,77036,OFF-PA-10004100,Xerox 216,12.7008,7,Central,5554,Corporate,16-11-2015 00:00:00,Standard Class,Texas,Paper,36.288
Orders_Central.csv,Furniture,Houston,United States,DB-12970,Darren Budd,0.32,12-11-2015 00:00:00,US-2015-159618,77036,FUR-BO-10004467,Bestar Classic Bookcase,-12.9987,1,Central,5555,Corporate,16-11-2015 00:00:00,Standard Class,Texas,Bookcases,67.9932
Orders_Central.csv,Office Supplies,Chicago,United States,SU-20665,Stephanie Ulpright,0.2,13-03-2018 00:00:00,CA-2018-157966,60610,OFF-AR-10000799,Col-Erase Pencils with Erasers,2.1888,4,Central,5565,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Art,19.456
Orders_Central.csv,Technology,Chicago,United States,SU-20665,Stephanie Ulpright,0.3,13-03-2018 00:00:00,CA-2018-157966,60610,TEC-MA-10002109,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",8.9994,2,Central,5566,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Machines,209.986
Orders_Central.csv,Office Supplies,Chicago,United States,SU-20665,Stephanie Ulpright,0.2,13-03-2018 00:00:00,CA-2018-157966,60610,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",1.86,5,Central,5567,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Art,29.76
Orders_Central.csv,Furniture,Chicago,United States,SU-20665,Stephanie Ulpright,0.3,13-03-2018 00:00:00,CA-2018-157966,60610,FUR-CH-10003606,SAFCO Folding Chair Trolley,-2.5648,1,Central,5568,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Chairs,89.768
Orders_Central.csv,Technology,Chicago,United States,SU-20665,Stephanie Ulpright,0.2,13-03-2018 00:00:00,CA-2018-157966,60610,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,335.9944,2,Central,5569,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Copiers,959.984
Orders_Central.csv,Office Supplies,Chicago,United States,SU-20665,Stephanie Ulpright,0.2,13-03-2018 00:00:00,CA-2018-157966,60610,OFF-PA-10001934,Xerox 1993,5.6376,3,Central,5570,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Paper,15.552
Orders_Central.csv,Technology,Chicago,United States,SU-20665,Stephanie Ulpright,0.2,13-03-2018 00:00:00,CA-2018-157966,60610,TEC-PH-10001527,Plantronics MX500i Earset,-7.3015,1,Central,5571,Home Office,13-03-2018 00:00:00,Same Day,Illinois,Phones,34.36
Orders_Central.csv,Office Supplies,Houston,United States,TB-21355,Todd Boyes,0.2,27-08-2017 00:00:00,CA-2017-117919,77041,OFF-ST-10003572,Portfile Personal File Boxes,1.062,1,Central,5603,Corporate,29-08-2017 00:00:00,Second Class,Texas,Storage,14.16
Orders_Central.csv,Office Supplies,Houston,United States,TB-21355,Todd Boyes,0.2,27-08-2017 00:00:00,CA-2017-117919,77041,OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,27.972,5,Central,5604,Corporate,29-08-2017 00:00:00,Second Class,Texas,Paper,79.92
Orders_Central.csv,Technology,La Crosse,United States,SC-20695,Steve Chapman,0,25-09-2017 00:00:00,US-2017-124163,54601,TEC-AC-10001908,Logitech Wireless Headset h800,174.9825,5,Central,5620,Corporate,30-09-2017 00:00:00,Standard Class,Wisconsin,Accessories,499.95
Orders_Central.csv,Office Supplies,La Crosse,United States,SC-20695,Steve Chapman,0,25-09-2017 00:00:00,US-2017-124163,54601,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,1.0336,1,Central,5621,Corporate,30-09-2017 00:00:00,Standard Class,Wisconsin,Art,3.04
Orders_Central.csv,Furniture,La Crosse,United States,SC-20695,Steve Chapman,0,25-09-2017 00:00:00,US-2017-124163,54601,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",50.49,2,Central,5622,Corporate,30-09-2017 00:00:00,Standard Class,Wisconsin,Chairs,201.96
Orders_Central.csv,Furniture,La Crosse,United States,SC-20695,Steve Chapman,0,25-09-2017 00:00:00,US-2017-124163,54601,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,17.16,11,Central,5623,Corporate,30-09-2017 00:00:00,Standard Class,Wisconsin,Furnishings,68.64
Orders_Central.csv,Office Supplies,Ann Arbor,United States,SU-20665,Stephanie Ulpright,0,05-12-2016 00:00:00,CA-2016-134943,48104,OFF-BI-10000666,Surelock Post Binders,76.4,5,Central,5635,Home Office,06-12-2016 00:00:00,First Class,Michigan,Binders,152.8
Orders_Central.csv,Furniture,Dearborn,United States,ML-18040,Michelle Lonsdale,0,26-03-2018 00:00:00,CA-2018-113208,48126,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",23.1192,3,Central,5638,Corporate,02-04-2018 00:00:00,Standard Class,Michigan,Furnishings,60.84
Orders_Central.csv,Office Supplies,Dallas,United States,SH-19975,Sally Hughsby,0.2,27-10-2018 00:00:00,CA-2018-127922,75081,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,5.544,2,Central,5673,Corporate,03-11-2018 00:00:00,Standard Class,Texas,Envelopes,15.84
Orders_Central.csv,Office Supplies,Dallas,United States,SH-19975,Sally Hughsby,0.2,27-10-2018 00:00:00,CA-2018-127922,75081,OFF-PA-10001204,Xerox 1972,2.64,2,Central,5674,Corporate,03-11-2018 00:00:00,Standard Class,Texas,Paper,8.448
Orders_Central.csv,Furniture,Chicago,United States,ZC-21910,Zuschuss Carroll,0.6,29-12-2015 00:00:00,CA-2015-126802,60610,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,-50.6688,3,Central,5678,Consumer,05-01-2016 00:00:00,Standard Class,Illinois,Furnishings,38.976
Orders_Central.csv,Office Supplies,Holland,United States,SC-20680,Steve Carroll,0,28-07-2017 00:00:00,CA-2017-143924,49423,OFF-FA-10000735,Staples,9.198,7,Central,5679,Home Office,03-08-2017 00:00:00,Standard Class,Michigan,Fasteners,20.44
Orders_Central.csv,Office Supplies,Holland,United States,SC-20680,Steve Carroll,0,28-07-2017 00:00:00,CA-2017-143924,49423,OFF-PA-10002120,Xerox 1889,53.8608,2,Central,5680,Home Office,03-08-2017 00:00:00,Standard Class,Michigan,Paper,109.92
Orders_Central.csv,Office Supplies,Broken Arrow,United States,BP-11230,Benjamin Patterson,0,24-09-2017 00:00:00,CA-2017-141551,74012,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,2.9348,1,Central,5681,Consumer,30-09-2017 00:00:00,Standard Class,Oklahoma,Binders,6.38
Orders_Central.csv,Office Supplies,Broken Arrow,United States,BP-11230,Benjamin Patterson,0,24-09-2017 00:00:00,CA-2017-141551,74012,OFF-PA-10001569,Xerox 232,3.1104,1,Central,5682,Consumer,30-09-2017 00:00:00,Standard Class,Oklahoma,Paper,6.48
Orders_Central.csv,Furniture,Houston,United States,RB-19705,Roger Barcio,0.3,26-12-2016 00:00:00,CA-2016-119550,77070,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",-90.3762,3,Central,5690,Home Office,31-12-2016 00:00:00,Standard Class,Texas,Chairs,275.058
Orders_Central.csv,Office Supplies,Chicago,United States,AG-10765,Anthony Garverick,0.8,14-10-2018 00:00:00,CA-2018-126123,60623,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",-42.4638,9,Central,5697,Home Office,18-10-2018 00:00:00,Standard Class,Illinois,Binders,27.396
Orders_Central.csv,Office Supplies,Chicago,United States,AG-10765,Anthony Garverick,0.8,14-10-2018 00:00:00,CA-2018-126123,60623,OFF-BI-10004224,Catalog Binders with Expanding Posts,-23.548,1,Central,5698,Home Office,18-10-2018 00:00:00,Standard Class,Illinois,Binders,13.456
Orders_Central.csv,Office Supplies,Laredo,United States,EB-14170,Evan Bailliet,0.2,05-11-2017 00:00:00,CA-2017-143441,78041,OFF-LA-10002312,Avery 490,4.44,1,Central,5699,Consumer,05-11-2017 00:00:00,Same Day,Texas,Labels,11.84
Orders_Central.csv,Technology,Chicago,United States,KW-16435,Katrina Willman,0.2,31-07-2018 00:00:00,CA-2018-115805,60653,TEC-PH-10003092,Motorola L804,4.1391,1,Central,5713,Consumer,31-07-2018 00:00:00,Same Day,Illinois,Phones,36.792
Orders_Central.csv,Technology,Ann Arbor,United States,BM-11650,Brian Moss,0,09-10-2016 00:00:00,CA-2016-124107,48104,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,111.591,5,Central,5716,Corporate,12-10-2016 00:00:00,Second Class,Michigan,Accessories,619.95
Orders_Central.csv,Technology,Ann Arbor,United States,BM-11650,Brian Moss,0,09-10-2016 00:00:00,CA-2016-124107,48104,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,8.4564,3,Central,5717,Corporate,12-10-2016 00:00:00,Second Class,Michigan,Phones,29.16
Orders_Central.csv,Office Supplies,Ann Arbor,United States,BM-11650,Brian Moss,0,09-10-2016 00:00:00,CA-2016-124107,48104,OFF-EN-10003286,Staple envelope,27.2412,7,Central,5718,Corporate,12-10-2016 00:00:00,Second Class,Michigan,Envelopes,57.96
Orders_Central.csv,Office Supplies,Ann Arbor,United States,BM-11650,Brian Moss,0.1,09-10-2016 00:00:00,CA-2016-124107,48104,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,5.2272,3,Central,5719,Corporate,12-10-2016 00:00:00,Second Class,Michigan,Appliances,29.403
Orders_Central.csv,Office Supplies,Lafayette,United States,RD-19720,Roger Demir,0,29-03-2018 00:00:00,CA-2018-126550,47905,OFF-ST-10001031,Adjustable Personal File Tote,21.164,5,Central,5720,Consumer,02-04-2018 00:00:00,Second Class,Indiana,Storage,81.4
Orders_Central.csv,Office Supplies,Chicago,United States,VG-21805,Vivek Grady,0.2,22-09-2015 00:00:00,CA-2015-103191,60653,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",-82.884,3,Central,5725,Corporate,27-09-2015 00:00:00,Standard Class,Illinois,Storage,331.536
Orders_Central.csv,Technology,Houston,United States,AH-10690,Anna Häberlin,0.2,04-05-2016 00:00:00,CA-2016-110548,77095,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,118.293,7,Central,5727,Corporate,08-05-2016 00:00:00,Standard Class,Texas,Phones,946.344
Orders_Central.csv,Technology,Madison,United States,JP-15520,Jeremy Pistek,0,08-12-2018 00:00:00,CA-2018-117324,53711,TEC-AC-10003023,Logitech G105 Gaming Keyboard,32.0598,3,Central,5728,Consumer,13-12-2018 00:00:00,Standard Class,Wisconsin,Accessories,178.11
Orders_Central.csv,Office Supplies,Madison,United States,JP-15520,Jeremy Pistek,0,08-12-2018 00:00:00,CA-2018-117324,53711,OFF-AP-10003590,Hoover WindTunnel Plus Canister Vacuum,305.13,3,Central,5729,Consumer,13-12-2018 00:00:00,Standard Class,Wisconsin,Appliances,1089.75
Orders_Central.csv,Office Supplies,Madison,United States,JP-15520,Jeremy Pistek,0,08-12-2018 00:00:00,CA-2018-117324,53711,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",28.0876,2,Central,5730,Consumer,13-12-2018 00:00:00,Standard Class,Wisconsin,Labels,61.06
Orders_Central.csv,Furniture,Madison,United States,JP-15520,Jeremy Pistek,0,08-12-2018 00:00:00,CA-2018-117324,53711,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",41.3928,4,Central,5731,Consumer,13-12-2018 00:00:00,Standard Class,Wisconsin,Bookcases,459.92
Orders_Central.csv,Office Supplies,Madison,United States,JP-15520,Jeremy Pistek,0,08-12-2018 00:00:00,CA-2018-117324,53711,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11""",12.6592,4,Central,5732,Consumer,13-12-2018 00:00:00,Standard Class,Wisconsin,Paper,27.52
Orders_Central.csv,Furniture,Buffalo Grove,United States,SS-20410,Shahid Shariari,0.5,30-05-2015 00:00:00,CA-2015-145800,60089,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,-184.8366,3,Central,5751,Consumer,05-06-2015 00:00:00,Standard Class,Illinois,Tables,355.455
Orders_Central.csv,Office Supplies,Fort Worth,United States,HG-15025,Hunter Glantz,0.8,14-10-2015 00:00:00,CA-2015-163748,76106,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",-8.532,4,Central,5756,Consumer,18-10-2015 00:00:00,Standard Class,Texas,Appliances,3.16
Orders_Central.csv,Technology,Fort Worth,United States,HG-15025,Hunter Glantz,0.2,14-10-2015 00:00:00,CA-2015-163748,76106,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,624.9875,5,Central,5757,Consumer,18-10-2015 00:00:00,Standard Class,Texas,Copiers,1999.96
Orders_Central.csv,Office Supplies,San Antonio,United States,PM-19135,Peter McVee,0.2,08-10-2017 00:00:00,CA-2017-149685,78207,OFF-LA-10004545,Avery 50,20.2986,6,Central,5767,Home Office,15-10-2017 00:00:00,Standard Class,Texas,Labels,60.144
Orders_Central.csv,Technology,Houston,United States,AR-10345,Alex Russell,0.2,08-09-2018 00:00:00,CA-2018-126396,77070,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,20.235,6,Central,5768,Corporate,12-09-2018 00:00:00,Second Class,Texas,Accessories,85.2
Orders_Central.csv,Technology,Springfield,United States,EA-14035,Erin Ashbrook,0,26-11-2016 00:00:00,CA-2016-158939,65807,TEC-CO-10002313,Canon PC1080F Personal Copier,233.9961,1,Central,5773,Corporate,01-12-2016 00:00:00,Standard Class,Missouri,Copiers,599.99
Orders_Central.csv,Office Supplies,Waco,United States,TP-21130,Theone Pippenger,0.2,31-08-2017 00:00:00,CA-2017-117408,76706,OFF-ST-10001580,Super Decoflex Portable Personal File,2.3968,2,Central,5774,Consumer,06-09-2017 00:00:00,Standard Class,Texas,Storage,23.968
Orders_Central.csv,Furniture,Chicago,United States,CR-12730,Craig Reiter,0.3,20-08-2015 00:00:00,CA-2015-166716,60610,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",-6.0196,2,Central,5800,Consumer,25-08-2015 00:00:00,Second Class,Illinois,Chairs,421.372
Orders_Central.csv,Technology,El Paso,United States,MN-17935,Michael Nguyen,0.2,11-07-2015 00:00:00,CA-2015-123225,79907,TEC-PH-10000895,Polycom VVX 310 VoIP phone,43.1976,4,Central,5801,Consumer,14-07-2015 00:00:00,First Class,Texas,Phones,575.968
Orders_Central.csv,Office Supplies,El Paso,United States,MN-17935,Michael Nguyen,0.2,11-07-2015 00:00:00,CA-2015-123225,79907,OFF-PA-10000552,Xerox 200,3.6288,2,Central,5802,Consumer,14-07-2015 00:00:00,First Class,Texas,Paper,10.368
Orders_Central.csv,Office Supplies,Dallas,United States,KE-16420,Katrina Edelman,0.2,13-11-2018 00:00:00,CA-2018-113873,75220,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,6.1792,4,Central,5805,Corporate,19-11-2018 00:00:00,Standard Class,Texas,Storage,61.792
Orders_Central.csv,Furniture,Dallas,United States,KE-16420,Katrina Edelman,0.32,13-11-2018 00:00:00,CA-2018-113873,75220,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",-27.2646,3,Central,5806,Corporate,19-11-2018 00:00:00,Standard Class,Texas,Bookcases,205.9992
Orders_Central.csv,Furniture,Richmond,United States,MM-17920,Michael Moore,0,03-12-2017 00:00:00,CA-2017-122063,47374,FUR-TA-10004575,Hon 5100 Series Wood Tables,104.7528,2,Central,5830,Consumer,07-12-2017 00:00:00,Standard Class,Indiana,Tables,581.96
Orders_Central.csv,Furniture,Richmond,United States,MM-17920,Michael Moore,0,03-12-2017 00:00:00,CA-2017-122063,47374,FUR-CH-10004754,"Global Stack Chair with Arms, Black",8.0946,1,Central,5831,Consumer,07-12-2017 00:00:00,Standard Class,Indiana,Chairs,29.98
Orders_Central.csv,Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,0,10-11-2016 00:00:00,CA-2016-121783,55113,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,178.91,2,Central,5849,Home Office,14-11-2016 00:00:00,Standard Class,Minnesota,Appliances,715.64
Orders_Central.csv,Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,0,10-11-2016 00:00:00,CA-2016-121783,55113,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,143.1918,3,Central,5850,Home Office,14-11-2016 00:00:00,Standard Class,Minnesota,Storage,795.51
Orders_Central.csv,Technology,Roseville,United States,PO-19180,Philisse Overcash,0,10-11-2016 00:00:00,CA-2016-121783,55113,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,274.995,1,Central,5851,Home Office,14-11-2016 00:00:00,Standard Class,Minnesota,Copiers,549.99
Orders_Central.csv,Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,0,10-11-2016 00:00:00,CA-2016-121783,55113,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,34.3896,3,Central,5852,Home Office,14-11-2016 00:00:00,Standard Class,Minnesota,Binders,74.76
Orders_Central.csv,Furniture,Roseville,United States,PO-19180,Philisse Overcash,0,10-11-2016 00:00:00,CA-2016-121783,55113,FUR-FU-10004351,Staple-based wall hangings,12.8568,3,Central,5853,Home Office,14-11-2016 00:00:00,Standard Class,Minnesota,Furnishings,29.22
Orders_Central.csv,Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,0.2,05-08-2016 00:00:00,CA-2016-112214,75220,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",-1.2558,7,Central,5855,Corporate,11-08-2016 00:00:00,Standard Class,Texas,Storage,33.488
Orders_Central.csv,Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,0.2,05-08-2016 00:00:00,CA-2016-112214,75220,OFF-SU-10003567,Stiletto Hand Letter Openers,-4.896,3,Central,5856,Corporate,11-08-2016 00:00:00,Standard Class,Texas,Supplies,23.04
Orders_Central.csv,Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,0.8,05-08-2016 00:00:00,CA-2016-112214,75220,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-2.1792,1,Central,5857,Corporate,11-08-2016 00:00:00,Standard Class,Texas,Binders,1.362
Orders_Central.csv,Furniture,Dallas,United States,AH-10690,Anna Häberlin,0.6,05-08-2016 00:00:00,CA-2016-112214,75220,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",-11.439,5,Central,5858,Corporate,11-08-2016 00:00:00,Standard Class,Texas,Furnishings,14.76
Orders_Central.csv,Furniture,Bloomington,United States,RD-19900,Ruben Dartt,0,24-09-2017 00:00:00,CA-2017-154235,47401,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",21.7515,3,Central,5872,Consumer,28-09-2017 00:00:00,Standard Class,Indiana,Furnishings,127.95
Orders_Central.csv,Office Supplies,Chicago,United States,RD-19720,Roger Demir,0.2,21-11-2017 00:00:00,CA-2017-146157,60610,OFF-PA-10001790,Xerox 1910,13.4512,1,Central,5891,Consumer,26-11-2017 00:00:00,Standard Class,Illinois,Paper,38.432
Orders_Central.csv,Office Supplies,Chicago,United States,RD-19720,Roger Demir,0.2,21-11-2017 00:00:00,CA-2017-146157,60610,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",1.6176,2,Central,5892,Consumer,26-11-2017 00:00:00,Standard Class,Illinois,Storage,21.568
Orders_Central.csv,Technology,Chicago,United States,RD-19720,Roger Demir,0.2,21-11-2017 00:00:00,CA-2017-146157,60610,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,2.0394,3,Central,5893,Consumer,26-11-2017 00:00:00,Standard Class,Illinois,Accessories,81.576
Orders_Central.csv,Furniture,Richmond,United States,ZD-21925,Zuschuss Donatelli,0,03-04-2017 00:00:00,CA-2017-167682,47374,FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",22.0472,4,Central,5898,Consumer,09-04-2017 00:00:00,Standard Class,Indiana,Furnishings,71.12
Orders_Central.csv,Technology,Richmond,United States,ZD-21925,Zuschuss Donatelli,0,03-04-2017 00:00:00,CA-2017-167682,47374,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,124.7808,4,Central,5899,Consumer,09-04-2017 00:00:00,Standard Class,Indiana,Phones,259.96
Orders_Central.csv,Technology,Plano,United States,JF-15295,Jason Fortune-,0.2,19-05-2018 00:00:00,CA-2018-122077,75023,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,9.5992,1,Central,5939,Consumer,25-05-2018 00:00:00,Standard Class,Texas,Phones,95.992
Orders_Central.csv,Office Supplies,Plano,United States,JF-15295,Jason Fortune-,0.2,19-05-2018 00:00:00,CA-2018-122077,75023,OFF-LA-10004178,Avery 491,4.2952,4,Central,5940,Consumer,25-05-2018 00:00:00,Standard Class,Texas,Labels,13.216
Orders_Central.csv,Office Supplies,Des Moines,United States,BE-11455,Brad Eason,0,14-09-2016 00:00:00,CA-2016-115924,50315,OFF-BI-10004040,Wilson Jones Impact Binders,12.691,5,Central,5948,Home Office,18-09-2016 00:00:00,Second Class,Iowa,Binders,25.9
Orders_Central.csv,Office Supplies,Houston,United States,SD-20485,Shirley Daniels,0.2,15-04-2018 00:00:00,US-2018-141698,77041,OFF-PA-10001826,Xerox 207,7.2576,4,Central,5953,Home Office,21-04-2018 00:00:00,Standard Class,Texas,Paper,20.736
Orders_Central.csv,Office Supplies,Overland Park,United States,RR-19525,Rick Reed,0,13-07-2018 00:00:00,CA-2018-102155,66212,OFF-ST-10001496,Standard Rollaway File with Lock,93.6988,2,Central,5976,Corporate,17-07-2018 00:00:00,Standard Class,Kansas,Storage,360.38
Orders_Central.csv,Office Supplies,Overland Park,United States,RR-19525,Rick Reed,0,13-07-2018 00:00:00,CA-2018-102155,66212,OFF-PA-10003673,Strathmore Photo Mount Cards,6.2376,2,Central,5977,Corporate,17-07-2018 00:00:00,Standard Class,Kansas,Paper,13.56
