Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Product ID,Category,Sub-Category,Product,Sales,Quantity,Profit,Order Year,Order Month,Order Day,Ship Year,Ship Month,Ship Day,Discounts
1853,CA-2016-160472,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,49.105,2016,7,20,2016,7,25,None
1854,CA-2016-160472,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,45.9754,2016,7,20,2016,7,25,None
1855,CA-2016-160472,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,38.178,2016,7,20,2016,7,25,None
1857,US-2018-158218,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,-15.99,2018,5,12,2018,5,15,0.2
1858,US-2018-158218,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,-53.072,2018,5,12,2018,5,15,0.8
1863,CA-2015-151078,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,4.9632,2015,11,12,2015,11,12,0.2
1877,CA-2018-112039,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,47.0376,2018,3,25,2018,3,29,0.2
1885,CA-2018-154718,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,76248,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6,2,2.1,2018,1,19,2018,1,23,0.2
1897,CA-2018-141789,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,843.1706,2018,10,3,2018,10,6,None
1902,CA-2017-151141,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,3.9906,2017,8,20,2017,8,23,None
1906,CA-2018-154410,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,9.0912,2018,10,21,2018,10,24,None
1912,CA-2018-121503,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,92.4399,2018,7,3,2018,7,6,0.2
1913,CA-2018-121503,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,49.761,2018,7,3,2018,7,6,0.4
1919,CA-2016-123673,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,74.975,2016,10,30,2016,11,1,None
1923,CA-2017-156685,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,107.955,2017,7,8,2017,7,10,0.2
1924,CA-2017-156685,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,3.5712,2017,7,8,2017,7,10,0.2
1942,CA-2018-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,17.76,2018,8,29,2018,9,1,0.2
1943,CA-2018-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,2.401,2018,8,29,2018,9,1,0.2
1944,CA-2018-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,-5.184,2018,8,29,2018,9,1,0.8
1945,CA-2017-108581,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,26.3912,2017,6,20,2017,6,26,0.2
1946,CA-2017-108581,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,75007,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,3.6288,2017,6,20,2017,6,26,0.2
1959,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,7.776,2018,9,10,2018,9,15,None
1960,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,14.6157,2018,9,10,2018,9,15,None
1961,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,53.433,2018,9,10,2018,9,15,None
1962,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,6.768,2018,9,10,2018,9,15,None
1963,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,6.5808,2018,9,10,2018,9,15,None
1964,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,11.703,2018,9,10,2018,9,15,None
1965,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,17.1774,2018,9,10,2018,9,15,None
1966,CA-2018-110905,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,65807,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,7.254,2018,9,10,2018,9,15,None
1970,CA-2018-117485,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,74133,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,102.186,2018,9,23,2018,9,29,None
1971,CA-2018-140242,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.6408,2018,5,6,2018,5,11,0.2
1972,CA-2018-140242,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,76.6395,2018,5,6,2018,5,11,0.2
1973,CA-2015-148950,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,-8.6768,2015,12,14,2015,12,19,0.8
1974,CA-2015-148950,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.4706,2015,12,14,2015,12,19,0.2
1975,CA-2015-148950,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,-2.1885,2015,12,14,2015,12,19,0.2
1983,CA-2015-122749,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,134.3888,2015,12,3,2015,12,9,None
1988,CA-2016-127509,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3,7.9212,2016,11,9,2016,11,13,None
1989,CA-2016-127509,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,215.1198,2016,11,9,2016,11,13,None
1990,CA-2016-127509,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,12.3234,2016,11,9,2016,11,13,None
1991,CA-2016-127509,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,8.4966,2016,11,9,2016,11,13,None
1996,US-2018-147221,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,-766.012,2018,12,2,2018,12,4,0.8
1997,US-2018-147221,Second Class,JS-16030,Joy Smith,Consumer,United States,Houston,Texas,77036,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,-3.7196,2018,12,2,2018,12,4,0.6
2005,US-2018-143028,Standard Class,SC-20050,Sample Company A,Home Office,United States,Lubbock,Texas,79424,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,-17.046,2018,4,11,2018,4,18,0.8
2006,CA-2015-111150,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29.68,7,11.5752,2015,12,31,2016,1,4,None
2007,CA-2015-111150,Standard Class,RW-19630,Rob Williams,Corporate,United States,Columbia,Missouri,65203,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,16.1602,2015,12,31,2016,1,4,None
2008,CA-2018-165386,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,-36.6744,2018,8,3,2018,8,4,0.3
2012,CA-2016-155761,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,35.9964,2016,12,11,2016,12,11,0.2
2013,CA-2016-155761,Same Day,SC-20800,Stuart Calhoun,Consumer,United States,Houston,Texas,77041,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,4.6344,2016,12,11,2016,12,11,0.2
2033,CA-2017-128923,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,9.392,2,3.2872,2017,12,9,2017,12,13,0.2
2034,CA-2017-128923,Standard Class,GB-14530,George Bell,Corporate,United States,Fort Worth,Texas,76106,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1,0.8162,2017,12,9,2017,12,13,0.2
2035,CA-2018-162481,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,3.8822,2018,9,25,2018,9,29,None
2036,CA-2018-162481,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,55901,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,51.2943,2018,9,25,2018,9,29,None
2045,CA-2015-129168,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,5.4432,2015,8,17,2015,8,23,0.2
2055,CA-2017-136434,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,47374,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,17.31,3,5.193,2017,12,1,2017,12,7,None
2056,CA-2018-120376,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,199.95,5,63.984,2018,12,22,2018,12,25,None
2057,CA-2018-120376,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,1586.69,7,412.5394,2018,12,22,2018,12,25,None
2058,CA-2018-120376,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,84.99,1,30.5964,2018,12,22,2018,12,25,None
2059,CA-2018-120376,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,48227,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,70.006,2018,12,22,2018,12,25,None
2084,CA-2015-110352,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77036,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,8.88,2015,11,23,2015,11,29,0.2
2093,CA-2015-145926,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,81.583,2015,11,17,2015,11,21,None
2107,US-2015-152723,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,0.876,1,-1.4016,2015,9,26,2015,9,26,0.8
2123,CA-2018-167381,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,2,41.1332,2018,9,22,2018,9,24,None
2124,CA-2018-167381,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,13.3056,2018,9,22,2018,9,24,None
2137,CA-2016-156377,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,-11.439,2016,12,31,2017,1,5,0.6
2138,CA-2016-156377,Standard Class,TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,4,-5.8496,2016,12,31,2017,1,5,0.8
2151,US-2018-139969,Standard Class,AF-10870,Art Ferguson,Consumer,United States,College Station,Texas,77840,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,233.058,3,-53.2704,2018,11,19,2018,11,26,0.3
2152,CA-2015-167360,Second Class,RB-19435,Richard Bierner,Consumer,United States,Saint Louis,Missouri,63116,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,43.5981,2015,11,24,2015,11,29,None
2155,US-2017-120460,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Dallas,Texas,75081,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,2017,4,30,2017,5,5,0.6
2157,CA-2015-124646,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,3,0,2015,6,22,2015,6,24,None
2158,CA-2015-124646,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,9.7164,2015,6,22,2015,6,24,None
2160,CA-2017-159737,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736,2017,9,3,2017,9,9,0.8
2164,CA-2017-154018,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,191.976,3,23.997,2017,10,13,2017,10,19,0.2
2165,CA-2017-154018,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,8.288,2,3.0044,2017,10,13,2017,10,19,0.2
2166,CA-2017-154018,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,5,-150.414,2017,10,13,2017,10,19,0.6
2167,CA-2017-154018,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,OFF-AR-10002067,Office Supplies,Art,Newell 334,15.872,1,1.1904,2017,10,13,2017,10,19,0.2
2168,CA-2017-154018,Standard Class,HA-14920,Helen Andreada,Consumer,United States,Laredo,Texas,78041,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,7,-11.0005,2017,10,13,2017,10,19,0.8
2172,US-2018-137491,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,San Angelo,Texas,76903,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,-8.7232,2018,11,19,2018,11,25,0.3
2174,CA-2017-112025,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3,-13.896,2017,7,30,2017,8,4,0.8
2175,CA-2016-132507,Second Class,CC-12610,Corey Catlett,Corporate,United States,Houston,Texas,77041,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,6.1792,2016,7,30,2016,8,3,0.2
2188,CA-2018-143063,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,70.08,6,35.04,2018,8,10,2018,8,15,None
2189,CA-2018-143063,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",121.3,2,25.473,2018,8,10,2018,8,15,None
2190,CA-2018-143063,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,1454.49,9,378.1674,2018,8,10,2018,8,15,None
2207,US-2015-103905,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,29.932,7,-46.3946,2015,7,14,2015,7,20,0.8
2208,US-2015-103905,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Aurora,Illinois,60505,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,38.272,4,3.8272,2015,7,14,2015,7,20,0.2
2212,CA-2017-162313,First Class,VB-21745,Victoria Brennan,Corporate,United States,Lincoln Park,Michigan,48146,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,167.292,6,29.7408,2017,11,27,2017,11,30,0.1
2227,CA-2018-130771,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.4706,2018,7,29,2018,8,3,0.2
2228,CA-2018-130771,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.792,1,15.599,2018,7,29,2018,8,3,0.2
2232,CA-2018-157091,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,31.587,2018,6,26,2018,7,1,None
2233,CA-2018-132122,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,14.3075,2018,7,9,2018,7,14,0.2
2236,CA-2016-145849,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2,11.4516,2016,9,15,2016,9,17,None
2237,CA-2016-145849,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,8,8.2688,2016,9,15,2016,9,17,None
2239,CA-2018-166849,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.4,2,-52.17,2018,4,20,2018,4,26,0.6
2284,CA-2016-153108,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,6.6976,2016,3,5,2016,3,9,None
2285,CA-2016-153108,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,7,16.3863,2016,3,5,2016,3,9,None
2301,CA-2015-162362,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,12.72,3,6.36,2015,11,14,2015,11,18,None
2302,CA-2015-162362,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,4,5.6448,2015,11,14,2015,11,18,None
2306,CA-2017-115574,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,-14.1372,2017,12,23,2017,12,24,0.3
2307,CA-2016-160794,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216,3,9.8658,2016,8,6,2016,8,8,0.2
2314,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,6.8714,2018,7,20,2018,7,25,None
2315,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",416.32,2,112.4064,2018,7,20,2018,7,25,None
2316,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,43,5,20.21,2018,7,20,2018,7,25,None
2317,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,182.94,3,27.441,2018,7,20,2018,7,25,None
2318,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,60.83,7,30.415,2018,7,20,2018,7,25,None
2319,CA-2018-122035,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,132.5898,2018,7,20,2018,7,25,None
2333,CA-2018-169285,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,5,133.152,2018,3,21,2018,3,25,None
2334,CA-2018-169285,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,5.78,1,2.8322,2018,3,21,2018,3,25,None
2344,US-2015-155894,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",123.552,3,-29.3436,2015,7,26,2015,7,30,0.2
2345,CA-2017-119025,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,490.32,9,137.2896,2017,2,22,2017,2,28,None
2346,CA-2017-159373,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",70.08,5,24.528,2017,3,13,2017,3,18,0.2
2347,CA-2017-159373,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2,-2.1624,2017,3,13,2017,3,18,0.8
2348,CA-2017-159373,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,557.585,5,0,2017,3,13,2017,3,18,0.3
2372,CA-2017-159940,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,-27.1296,2017,7,7,2017,7,11,0.6
